# /home/contrera/soft/github/get_homologues//pfam_enrich.pl -d cds_est_homologues -c clusters_cds -x clusters_cds_t3/pangenome_matrix_t0__core_list.txt -n 1 -s 0 -e 1 -t greater -p 1.00 -r SBCC073 -f 0

# parsing clusters...
# 39538 sequences extracted from 112499 clusters

# total experiment sequence ids = 17564
# total control    sequence ids = 39538

# parse_Pfam_freqs: set1 = 3441 Pfams set2 = 3863 Pfams

# fisher exact test type: 'greater'
# multi-testing p-value adjustment: fdr
# adjusted p-value threshold: 1

# total annotated domains: experiment=12055 control=19558

#PfamID	counts(exp)	counts(ctr)	freq(exp)	freq(ctr)	p-value	p-value(adj)	description
PF01121	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Dephospho-CoA kinase
PF01135	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)
PF01151	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	GNS1/SUR4 family
PF01154	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Hydroxymethylglutaryl-coenzyme A synthase N terminal
PF01187	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Macrophage migration inhibitory factor (MIF)
PF01194	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	RNA polymerases N / 8 kDa subunit
PF01267	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	F-actin capping protein alpha subunit
PF01288	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)
PF01333	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Apocytochrome F, C-terminal
PF01394	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Clathrin propeller repeat
PF01396	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Topoisomerase DNA binding C4 zinc finger
PF01454	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	MAGE family
PF01491	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Frataxin-like domain
PF01536	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Adenosylmethionine decarboxylase
PF01541	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	GIY-YIG catalytic domain
PF01632	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Ribosomal protein L35
PF01680	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	SOR/SNZ family
PF01712	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Deoxynucleoside kinase
PF01715	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	IPP transferase
PF01733	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Nucleoside transporter
PF01765	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Ribosome recycling factor
PF01795	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	MraW methylase family
PF01813	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	ATP synthase subunit D
PF01857	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Retinoblastoma-associated protein B domain
PF01858	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Retinoblastoma-associated protein A domain
PF01866	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Putative diphthamide synthesis protein
PF01928	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	CYTH domain
PF01960	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	ArgJ family
PF02121	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Phosphatidylinositol transfer protein
PF02146	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Sir2 family
PF02167	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Cytochrome C1 family
PF02186	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	TFIIE beta subunit core domain
PF02269	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Transcription initiation factor IID, 18kD subunit
PF02375	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	jmjN domain
PF02427	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Photosystem I reaction centre subunit IV / PsaE
PF02431	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Chalcone-flavanone isomerase
PF02507	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Photosystem I reaction centre subunit III
PF02580	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	D-Tyr-tRNA(Tyr) deacylase
PF02617	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	ATP-dependent Clp protease adaptor protein ClpS
PF02686	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Glu-tRNAGln amidotransferase C subunit
PF02735	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Ku70/Ku80 beta-barrel domain
PF02747	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Proliferating cell nuclear antigen, C-terminal domain
PF02792	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Mago nashi protein
PF02837	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Glycosyl hydrolases family 2, sugar binding domain
PF02862	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	DDHD domain
PF02877	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Poly(ADP-ribose) polymerase, regulatory domain
PF02911	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Formyl transferase, C-terminal domain
PF02929	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Beta galactosidase small chain
PF02969	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	TATA box binding protein associated factor (TAF)
PF03040	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	CemA family
PF03059	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Nicotianamine synthase protein
PF03107	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	C1 domain
PF03179	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Vacuolar (H+)-ATPase G subunit
PF03193	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	RsgA GTPase
PF03227	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Gamma interferon inducible lysosomal thiol reductase (GILT)
PF03297	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	S25 ribosomal protein
PF03345	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Oligosaccharyltransferase 48 kDa subunit beta
PF03351	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	DOMON domain
PF03367	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	ZPR1 zinc-finger domain
PF03486	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	HI0933-like protein
PF03531	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Structure-specific recognition protein (SSRP1)
PF03637	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Mob1/phocein family
PF03643	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Vacuolar protein sorting-associated protein 26
PF03660	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	PHF5-like protein
PF03669	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Uncharacterised protein family (UPF0139)
PF03730	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Ku70/Ku80 C-terminal arm
PF03766	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Remorin, N-terminal region
PF03789	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	ELK domain
PF03881	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Fructosamine kinase
PF03893	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Lipase 3 N-terminal region
PF03911	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Sec61beta family
PF03937	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Flavinator of succinate dehydrogenase
PF03939	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Ribosomal protein L23, N-terminal domain
PF03942	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	DTW domain
PF04004	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Leo1-like protein
PF04030	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	D-arabinono-1,4-lactone oxidase
PF04045	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Arp2/3 complex, 34 kD subunit p34-Arc
PF04157	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	EAP30/Vps36 family
PF04241	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Protein of unknown function (DUF423)
PF04305	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Protein of unknown function (DUF455)
PF04410	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Gar1/Naf1 RNA binding region
PF04419	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	4F5 protein related disordered region
PF04484	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	QWRF family
PF04571	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	lipin, N-terminal conserved region
PF04588	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Hypoxia induced protein conserved region
PF04646	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Protein of unknown function, DUF604
PF04658	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	TAFII55 protein conserved region
PF04676	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Protein similar to CwfJ C-terminus 2
PF04677	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Protein similar to CwfJ C-terminus 1
PF04719	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	hTAFII28-like protein conserved region
PF04729	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	ASF1 like histone chaperone
PF04758	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Ribosomal protein S30
PF04780	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Protein of unknown function (DUF629)
PF04783	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Protein of unknown function (DUF630)
PF04824	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Conserved region of Rad21 / Rec8 like protein
PF04840	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Vps16, C-terminal region
PF04864	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Allinase
PF04874	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Mak16 protein C-terminal region
PF05030	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	SSXT protein (N-terminal region)
PF05096	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Glutamine cyclotransferase
PF05175	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Methyltransferase small domain
PF05190	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	MutS family domain IV
PF05198	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Translation initiation factor IF-3, N-terminal domain
PF05201	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Glutamyl-tRNAGlu reductase, N-terminal domain
PF05207	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	CSL zinc finger
PF05221	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	S-adenosyl-L-homocysteine hydrolase
PF05282	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	AAR2 protein
PF05292	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Malonyl-CoA decarboxylase C-terminal domain
PF05348	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Proteasome maturation factor UMP1
PF05365	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Ubiquinol-cytochrome C reductase, UQCRX/QCR9 like
PF05470	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Eukaryotic translation initiation factor 3 subunit 8 N-terminus
PF05514	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	HR-like lesion-inducing
PF05615	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Tho complex subunit 7
PF05687	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	BES1/BZR1 plant transcription factor, N-terminal
PF05694	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	56kDa selenium binding protein (SBP56)
PF05742	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Transport and Golgi organisation 2
PF05753	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Translocon-associated protein beta (TRAPB)
PF05794	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	T-complex protein 11
PF05832	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Eukaryotic protein of unknown function (DUF846)
PF05859	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Mis12 protein
PF05871	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	ESCRT-II complex subunit
PF05879	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Root hair defective 3 GTP-binding protein (RHD3)
PF05891	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	AdoMet dependent proline di-methyltransferase
PF05915	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Eukaryotic protein of unknown function (DUF872)
PF05971	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	RNA methyltransferase
PF06075	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Plant protein of unknown function (DUF936)
PF06155	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Gamma-butyrobetaine hydroxylase-like, N-terminal
PF06212	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	GRIM-19 protein
PF06246	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Isy1-like splicing family
PF06426	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Serine acetyltransferase, N-terminal
PF06450	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Bacterial Na+/H+ antiporter B (NhaB)
PF06487	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Sin3 associated polypeptide p18 (SAP18)
PF06694	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Plant nuclear matrix protein 1 (NMP1)
PF06859	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Bicoid-interacting protein 3 (Bin3)
PF06888	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Putative Phosphatase
PF06955	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Xyloglucan endo-transglycosylase (XET) C-terminus
PF06957	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Coatomer (COPI) alpha subunit C-terminus
PF07011	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Early Flowering 4 domain
PF07200	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Modifier of rudimentary (Mod(r)) protein
PF07393	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Exocyst complex component Sec10
PF07466	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Protein of unknown function (DUF1517)
PF07522	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	DNA repair metallo-beta-lactamase
PF07718	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Coatomer beta C-terminal region
PF07732	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Multicopper oxidase
PF07741	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Brf1-like TBP-binding domain
PF07891	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Protein of unknown function (DUF1666)
PF07944	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Beta-L-arabinofuranosidase, GH127
PF07959	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	L-fucokinase
PF08063	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	PADR1 (NUC008) domain
PF08071	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	RS4NT (NUC023) domain
PF08084	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	PROCT (NUC072) domain
PF08161	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	NUC173 domain
PF08164	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Apoptosis-antagonizing transcription factor, C-terminal
PF08234	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Chromosome segregation protein Spc25
PF08265	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	YL1 nuclear protein C-terminal domain
PF08472	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Sucrose-6-phosphate phosphohydrolase C-terminal
PF08477	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Ras of Complex, Roc, domain of DAPkinase
PF08540	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Hydroxymethylglutaryl-coenzyme A synthase C terminal
PF08571	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Yos1-like
PF08609	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Nucleotide exchange factor Fes1
PF08612	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	TATA-binding related factor (TRF) of subunit 20 of Mediator complex
PF08626	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Transport protein Trs120 or TRAPPC9, TRAPP II complex subunit
PF08637	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	ATP synthase regulation protein NCA2
PF08660	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Oligosaccharide biosynthesis protein Alg14 like
PF08743	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Nse4 C-terminal
PF08767	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	CRM1 C terminal
PF08840	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	BAAT / Acyl-CoA thioester hydrolase C terminal
PF08934	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Rb C-terminal domain
PF09072	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Translation machinery associated TMA7
PF09173	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Initiation factor eIF2 gamma, C terminal
PF09247	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	TATA box-binding protein binding
PF09296	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	NADH pyrophosphatase-like rudimentary NUDIX domain
PF09297	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	NADH pyrophosphatase zinc ribbon domain
PF09328	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Domain of unknown function (DUF1984)
PF09430	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Protein of unknown function (DUF2012)
PF09737	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	De-etiolated protein 1 Det1
PF09747	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Coiled-coil domain containing protein (DUF2052)
PF09756	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	DDRGK domain
PF09783	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Vacuolar import and degradation protein
PF10058	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Predicted integral membrane zinc-ribbon metal-binding protein
PF10163	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Transcription factor e(y)2
PF10172	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Det1 complexing ubiquitin ligase
PF10191	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Golgi complex component 7 (COG7)
PF10230	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Lipid-droplet associated hydrolase
PF10238	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	E2F-associated phosphoprotein
PF10248	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Myelodysplasia-myeloid leukemia factor 1-interacting protein
PF10276	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Zinc-finger domain
PF10419	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	TFIIIC subunit triple barrel domain
PF10589	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	NADH-ubiquinone oxidoreductase-F iron-sulfur binding region
PF11145	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Protein of unknown function (DUF2921)
PF11883	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Domain of unknown function (DUF3403)
PF11910	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Cyanobacterial and plant NDH-1 subunit O
PF11934	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Domain of unknown function (DUF3452)
PF12037	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Domain of unknown function (DUF3523)
PF12251	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	snRNA-activating protein of 50kDa MW C terminal
PF12327	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	FtsZ family, C-terminal domain
PF12394	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Protein FAM135
PF12430	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Abscisic acid G-protein coupled receptor
PF12530	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Protein of unknown function (DUF3730)
PF12638	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Staygreen protein
PF12657	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Transcription factor IIIC subunit delta N-term
PF12710	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	haloacid dehalogenase-like hydrolase
PF12766	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Pyridoxamine 5'-phosphate oxidase
PF12838	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	4Fe-4S dicluster domain
PF12861	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Anaphase-promoting complex subunit 11 RING-H2 finger
PF12871	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Pre-mRNA-splicing factor 38-associated hydrophilic C-term
PF13177	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	DNA polymerase III, delta subunit
PF13326	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Photosystem II Pbs27
PF13355	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Protein of unknown function (DUF4101)
PF13378	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Enolase C-terminal domain-like
PF13409	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Glutathione S-transferase, N-terminal domain
PF13476	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	AAA domain
PF13679	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Methyltransferase domain
PF13714	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Phosphoenolpyruvate phosphomutase
PF13912	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	C2H2-type zinc finger
PF13915	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Domain of unknown function (DUF4210)
PF13943	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	WPP domain
PF14310	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Fibronectin type III-like domain
PF14374	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	60S ribosomal protein L4 C-terminal domain
PF14413	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Thg1 C terminal domain
PF14443	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	DBC1
PF14500	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Dos2-interacting transcription regulator of RNA-Pol-II
PF14661	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	HAUS augmin-like complex subunit 6 N-terminus
PF14768	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Replication protein A interacting C-terminal
PF14852	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Fis1 N-terminal tetratricopeptide repeat
PF15477	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Small acidic protein family
PF15511	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Centromere kinetochore component CENP-T histone fold
PF15801	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	zf-MYND-like zinc finger, mRNA-binding
PF15916	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Domain of unknown function (DUF4743)
PF15963	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Myb DNA-binding like
PF15996	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Arginine/serine-rich protein PNISR
PF16121	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	40S ribosomal protein S4 C-terminus
PF16122	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	40S ribosomal protein SA C-terminus
PF16158	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Ig-like domain from next to BRCA1 gene
PF16200	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	C-terminal region of band_7
PF16294	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	RNSP1-SAP18 binding (RSB) motif
PF16543	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	DRG Family Regulatory Proteins, Tma46
PF16679	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	DNA replication factor Cdt1 C-terminal domain
PF17048	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Neutral/alkaline non-lysosomal ceramidase, C-terminal
PF17171	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Glutathione S-transferase, C-terminal domain
PF17172	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Glutathione S-transferase N-terminal domain
PF17238	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Family of unknown function (DUF5311)
PF17302	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Family of unknown function (DUF5351)
PF17403	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Nrap protein PAP/OAS-like domain
PF17759	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Phenylalanyl tRNA synthetase beta chain CLM domain
PF17773	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	UPF0176 acylphosphatase like domain
PF18005	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	eIF3 subunit M, C-terminal helix
PF18036	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Ubiquitin-like domain
PF18086	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Diphosphoinositol pentakisphosphate kinase 2 N-terminal domain
PF18087	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Rubisco Assembly chaperone C-terminal domain
PF18121	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	TFA2 Winged helix domain 2
PF18150	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Domain of unknown function (DUF5600)
PF18290	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Nudix hydrolase domain
PF18296	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	MID domain of medPIWI
PF18400	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Thioredoxin-like domain
PF18592	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Tho1/MOS11 C-terminal domain
PF19112	1	2	8.295e-05	1.023e-04	7.632e-01	9.498e-01	Vanillate O-demethylase oxygenase C-terminal domain
